Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_finished,Is_mechanical,Is_accident,Is_dsq,P1_missing,P2_missing,P3_missing,FastestLap,Engine,CircleLength,Quantity_of_circles,Quantity_of_drs,Quantity_of_turns,Tire_wear,Speed_of_turns,Downforce,Brake_load,Streets_or_not,Speed_of_track,PitStop_losing_time,Age,Average_pit_stop,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Pressure,Result_last_year,Salary,Team_financial_power,Regulation_Impact,Factorys_or_not,Strengh_of_first_partners,Driver_nationalitie,Points_before_race,Championship_position_before,teammate_points,points_ratio,points_ratio_log,avg_points_ratio,avg_last_3,avg_season
2018,4,Baku,RIC,Red Bull Racing,22.35,4,4,0,2.0,1.0,12.0,0,0,1,0,0,0,0,0,Renault,6.003,51,2,20,3,2,2,3,1,2,21.0,29,2.552,16.6,25.25175438596491,46.4,False,2.2,1022.0,1.0,6.0,3,0.5,0,6.0,AUS,37.0,4.0,0.0,1.0,0.6931471805599453,1.6666665208333498,18.156666666666666,18.156666666666666
2018,4,Baku,SAI,Renault,5.0,9,10,0,20.0,8.0,16.0,1,0,0,0,0,0,0,0,Renault,6.003,51,2,20,3,2,2,3,1,2,21.0,24,3.473,16.6,25.25175438596491,46.4,False,2.2,1022.0,8.0,3.0,2,0.5,1,9.0,ESP,3.0,12.0,0.0,10000000.0,16.118095750958314,0.1388888692129658,10.0,10.0
2018,4,Baku,SIR,Williams,50.0,11,12,0,8.0,17.0,10.0,0,0,1,0,0,0,0,0,Mercedes,6.003,51,2,20,3,2,2,3,1,2,21.0,23,3.228,16.6,25.25175438596491,46.4,False,2.2,1022.0,,0.15,1,0.5,0,,RUS,0.0,15.0,4.0,0.0,0.0,1.0,26.596666666666664,26.596666666666664
2018,4,Baku,STR,Williams,8.0,10,11,0,11.0,14.0,8.0,1,0,0,0,0,0,0,0,Mercedes,6.003,51,2,20,3,2,2,3,1,2,21.0,20,3.228,16.6,25.25175438596491,46.4,False,2.2,1022.0,3.0,1.8,1,0.5,0,,CAN,0.0,15.0,0.0,4000000.0,15.201805169084134,1.0,14.0,14.0
2018,4,Baku,VAN,McLaren,9.0,16,16,0,19.0,19.0,18.0,1,0,0,0,0,0,0,0,Renault,6.003,51,2,20,3,2,2,3,1,2,21.0,26,3.127,16.6,25.25175438596491,46.4,False,2.2,1022.0,12.0,0.15,2,0.5,0,,BEL,6.0,11.0,6.0,0.33333327777778704,0.28768203078512034,0.28888884518519203,10.0,10.0
2018,4,Baku,VER,Red Bull Racing,22.35,5,5,0,6.0,3.0,4.0,0,0,1,0,0,0,0,0,Renault,6.003,51,2,20,3,2,2,3,1,2,21.0,21,2.552,16.6,25.25175438596491,46.4,False,2.2,1022.0,24.0,11.0,3,0.5,0,,NED,18.0,8.0,0.0,1.0,0.6931471805599453,0.6888888650370388,19.80666666666667,19.80666666666667
2018,4,Baku,VET,Ferrari,4.0,1,1,0,10.0,11.0,1.0,1,0,0,0,0,0,0,0,Ferrari,6.003,51,2,20,3,2,2,3,1,2,21.0,31,2.84,16.6,25.25175438596491,46.4,False,2.2,1022.0,4.0,60.0,3,0.5,1,6.0,GER,54.0,1.0,18.0,0.6666666296296316,0.5108256015437694,8333333.977777734,3.3333333333333335,3.3333333333333335
2018,5,Barcelona,ALO,McLaren,8.0,8,8,0,6.0,12.0,9.0,1,0,0,0,0,0,0,0,Renault,4.657,66,2,16,3,2,3,2,0,2,20.0,37,3.127,16.0,32.33904761904761,52.4,True,2.1,1001.5,12.0,30.0,2,0.5,0,8.0,ESP,28.0,6.0,0.0,4000000.0,15.201805169084134,1500002.3749989062,7.0,6.5
2018,5,Barcelona,BOT,Mercedes,2.0,2,2,0,1.0,5.0,2.0,1,0,0,0,0,0,0,0,Mercedes,4.657,66,2,16,3,2,3,2,0,2,20.0,29,2.777,16.0,32.33904761904761,52.4,True,2.1,1001.5,24.0,9.5,3,0.5,1,7.0,FIN,40.0,4.0,25.0,0.7199999712000011,0.5423242740811761,0.7305555012191399,8.196666666666667,8.1475
2018,5,Barcelona,ERI,Sauber,13.0,17,17,0,14.0,15.0,18.0,1,0,0,0,0,0,0,0,Ferrari,4.657,66,2,16,3,2,3,2,0,2,20.0,28,2.968,16.0,32.33904761904761,52.4,True,2.1,1001.5,11.0,0.15,1,0.5,0,5.0,SWE,2.0,16.0,1.0,0.0,0.0,500000.5,12.0,21.435000000000002
2018,5,Barcelona,GAS,Racing Bulls,50.0,12,12,0,10.0,14.0,10.0,0,0,1,0,0,0,0,0,Honda,4.657,66,2,16,3,2,3,2,0,2,20.0,22,3.003,16.0,32.33904761904761,52.4,True,2.1,1001.5,,1.5,2,0.5,0,6.0,FRA,12.0,11.0,0.0,1.0,0.6931471805599453,3000000.5,11.333333333333334,20.2325
2018,5,Barcelona,GRO,Haas F1 Team,50.0,10,10,0,8.0,7.0,7.0,0,0,1,0,0,0,0,0,Ferrari,4.657,66,2,16,3,2,3,2,0,2,20.0,32,3.311,16.0,32.33904761904761,52.4,True,2.1,1001.5,10.0,4.2,1,0.5,0,7.0,FRA,0.0,19.0,8.0,0.0,0.0,0.5,17.253333333333334,21.065
2018,5,Barcelona,HAM,Mercedes,1.0,1,1,0,2.0,1.0,1.0,1,0,0,0,0,0,0,0,Mercedes,4.657,66,2,16,3,2,3,2,0,2,20.0,33,2.777,16.0,32.33904761904761,52.4,True,2.1,1001.5,1.0,50.0,3,0.5,1,10.0,GBR,70.0,1.0,18.0,1.3888888117283993,0.8708283254976574,6250001.499999698,2.6666666666666665,2.5
2018,5,Barcelona,HAR,Racing Bulls,12.0,20,20,0,18.0,18.0,17.0,1,0,0,0,0,0,0,0,Honda,4.657,66,2,16,3,2,3,2,0,2,20.0,29,3.003,16.0,32.33904761904761,52.4,True,2.1,1001.5,,0.15,2,0.5,0,,NZL,1.0,17.0,0.0,1.0,0.6931471805599453,250000.5,16.016666666666666,15.7625
2018,5,Barcelona,HUL,Renault,50.0,16,16,0,17.0,13.0,11.0,0,0,1,0,0,0,0,0,Renault,4.657,66,2,16,3,2,3,2,0,2,20.0,31,3.473,16.0,32.33904761904761,52.4,True,2.1,1001.5,6.0,3.5,2,0.5,1,6.0,GER,22.0,7.0,6.0,0.0,0.0,2000002.4999980002,18.703333333333333,15.7775
2018,5,Barcelona,LEC,Sauber,10.0,14,14,0,12.0,16.0,15.0,1,0,0,0,0,0,0,0,Ferrari,4.657,66,2,16,3,2,3,2,0,2,20.0,21,2.968,16.0,32.33904761904761,52.4,True,2.1,1001.5,,0.15,1,0.5,0,8.0,MON,8.0,13.0,0.0,1000000.0,13.815511557963774,2000000.5,12.333333333333334,12.5
2018,5,Barcelona,MAG,Haas F1 Team,6.0,7,7,0,11.0,8.0,6.0,1,0,0,0,0,0,0,0,Ferrari,4.657,66,2,16,3,2,3,2,0,2,20.0,26,3.311,16.0,32.33904761904761,52.4,True,2.1,1001.5,14.0,4.0,1,0.5,0,7.0,DEN,11.0,12.0,0.0,8000000.0,15.894952224644102,2750000.5,9.333333333333334,15.3625
2018,5,Barcelona,OCO,Racing Point,28.49,13,13,0,16.0,11.0,13.0,0,1,0,0,0,0,0,0,Mercedes,4.657,66,2,16,3,2,3,2,0,2,20.0,22,3.22,16.0,32.33904761904761,52.4,True,2.1,1001.5,5.0,2.0,2,0.5,0,7.0,FRA,1.0,17.0,2.0,0.0,0.0,250000.5,23.666666666666668,20.75
2018,5,Barcelona,PER,Racing Point,9.0,15,15,0,13.0,10.0,16.0,1,0,0,0,0,0,0,0,Mercedes,4.657,66,2,16,3,2,3,2,0,2,20.0,28,3.22,16.0,32.33904761904761,52.4,True,2.1,1001.5,4.0,3.0,2,0.5,0,6.0,MEX,15.0,9.0,0.0,2000000.0,14.508658238524095,3750000.5,10.333333333333334,10.5
2018,5,Barcelona,RAI,Ferrari,38.63,4,4,0,5.0,6.0,4.0,0,1,0,0,0,0,0,0,Ferrari,4.657,66,2,16,3,2,3,2,0,2,20.0,39,2.84,16.0,32.33904761904761,52.4,True,2.1,1001.5,22.0,40.0,3,0.5,1,8.0,FIN,48.0,3.0,12.0,0.0,0.0,1.4624997283750614,10.906666666666666,8.93
2018,5,Barcelona,RIC,Red Bull Racing,5.0,6,6,0,7.0,2.0,5.0,1,0,0,0,0,0,0,1,Renault,4.657,66,2,16,3,2,3,2,0,2,20.0,29,2.552,16.0,32.33904761904761,52.4,True,2.1,1001.5,3.0,6.0,3,0.5,0,6.0,AUS,37.0,5.0,15.0,0.6666666222222252,0.5108255970993254,1.4999998906250123,24.27333333333333,19.205
2018,5,Barcelona,SAI,Renault,7.0,9,9,0,15.0,17.0,8.0,1,0,0,0,0,0,0,0,Renault,4.657,66,2,16,3,2,3,2,0,2,20.0,24,3.473,16.0,32.33904761904761,52.4,True,2.1,1001.5,7.0,3.0,2,0.5,1,9.0,ESP,13.0,10.0,0.0,6000000.0,15.607270193858982,2500000.104166652,8.333333333333334,8.75
2018,5,Barcelona,SIR,Williams,14.0,19,18,0,,20.0,20.0,1,0,0,0,1,0,0,0,Mercedes,4.657,66,2,16,3,2,3,2,0,2,20.0,23,3.228,16.0,32.33904761904761,52.4,True,2.1,1001.5,,0.15,1,0.5,0,,RUS,0.0,19.0,0.0,1.0,0.6931471805599453,0.75,26.666666666666668,32.4475
2018,5,Barcelona,STR,Williams,11.0,18,19,0,20.0,19.0,19.0,1,0,0,0,0,0,0,0,Mercedes,4.657,66,2,16,3,2,3,2,0,2,20.0,20,3.228,16.0,32.33904761904761,52.4,True,2.1,1001.5,16.0,1.8,1,0.5,0,,CAN,4.0,15.0,0.0,1.0,0.6931471805599453,1000000.75,12.0,12.5
2018,5,Barcelona,VAN,McLaren,26.36,11,11,0,9.0,9.0,14.0,0,1,0,0,0,0,0,0,Renault,4.657,66,2,16,3,2,3,2,0,2,20.0,26,3.127,16.0,32.33904761904761,52.4,True,2.1,1001.5,23.0,0.15,2,0.5,0,,BEL,8.0,13.0,4.0,0.0,0.0,0.2999999533333408,10.0,9.75
2018,5,Barcelona,VER,Red Bull Racing,3.0,5,5,0,4.0,3.0,12.0,1,0,0,0,0,0,0,0,Renault,4.657,66,2,16,3,2,3,2,0,2,20.0,21,2.552,16.0,32.33904761904761,52.4,True,2.1,1001.5,21.0,11.0,3,0.5,0,,NED,18.0,8.0,10.0,1.4999998500000151,0.9162906718741592,0.7666666487777791,25.25666666666667,20.442500000000003
2018,5,Barcelona,VET,Ferrari,4.0,3,3,0,3.0,4.0,3.0,1,0,0,0,0,0,0,0,Ferrari,4.657,66,2,16,3,2,3,2,0,2,20.0,31,2.84,16.0,32.33904761904761,52.4,True,2.1,1001.5,2.0,60.0,3,0.5,1,6.0,GER,66.0,2.0,0.0,12000000.0,16.300417291085605,6250000.649999958,4.333333333333333,3.5
2018,6,Monte Carlo,ALO,McLaren,26.67,7,7,0,17.0,9.0,15.0,0,1,0,0,0,0,0,0,Renault,3.337,78,1,19,1,1,3,1,1,1,25.0,37,3.127,26.7,34.60973451327434,50.8,True,1.4,1015.2,,30.0,2,0.5,0,8.0,ESP,32.0,7.0,0.0,1.0,0.6931471805599453,2000001.899999125,7.333333333333333,6.8
2018,6,Monte Carlo,BOT,Mercedes,5.0,5,5,0,7.0,6.0,6.0,1,0,0,0,0,0,0,0,Mercedes,3.337,78,1,19,1,1,3,1,1,1,25.0,29,2.777,26.7,34.60973451327434,50.8,True,1.4,1015.2,,9.5,3,0.5,1,7.0,FIN,58.0,3.0,15.0,0.6666666222222252,0.5108255970993254,0.7284443952153122,8.196666666666667,6.918000000000001
2018,6,Monte Carlo,ERI,Sauber,11.0,16,17,0,19.0,20.0,20.0,1,0,0,0,0,0,0,0,Ferrari,3.337,78,1,19,1,1,3,1,1,1,25.0,28,2.968,26.7,34.60973451327434,50.8,True,1.4,1015.2,,0.15,1,0.5,0,5.0,SWE,2.0,16.0,0.0,1.0,0.6931471805599453,400000.4,13.333333333333334,19.748
2018,6,Monte Carlo,GAS,Racing Bulls,7.0,10,10,0,14.0,14.0,8.0,1,0,0,0,0,0,0,0,Honda,3.337,78,1,19,1,1,3,1,1,1,25.0,22,3.003,26.7,34.60973451327434,50.8,True,1.4,1015.2,,1.5,2,0.5,0,6.0,FRA,12.0,12.0,0.0,6000000.0,15.607270193858982,2400000.6,26.666666666666668,26.186
2018,6,Monte Carlo,GRO,Haas F1 Team,15.0,18,15,0,9.0,18.0,18.0,1,0,0,0,0,0,0,0,Ferrari,3.337,78,1,19,1,1,3,1,1,1,25.0,32,3.311,26.7,34.60973451327434,50.8,True,1.4,1015.2,,4.2,1,0.5,0,7.0,FRA,0.0,19.0,0.0,1.0,0.6931471805599453,0.4,29.58666666666667,26.851999999999997
2018,6,Monte Carlo,HAM,Mercedes,3.0,3,3,0,3.0,4.0,5.0,1,0,0,0,0,0,0,0,Mercedes,3.337,78,1,19,1,1,3,1,1,1,25.0,33,2.777,26.7,34.60973451327434,50.8,True,1.4,1015.2,,50.0,3,0.5,1,10.0,GBR,95.0,1.0,10.0,1.4999998500000151,0.9162906718741592,5000001.477777521,2.0,2.2
2018,6,Monte Carlo,HAR,Racing Bulls,21.03,15,16,0,12.0,11.0,7.0,0,0,0,0,0,0,0,0,Honda,3.337,78,1,19,1,1,3,1,1,1,25.0,29,3.003,26.7,34.60973451327434,50.8,True,1.4,1015.2,,0.15,2,0.5,0,,NZL,1.0,17.0,6.0,0.0,0.0,200000.6,14.35,15.01
2018,6,Monte Carlo,HUL,Renault,8.0,11,11,0,13.0,7.0,14.0,1,0,0,0,0,0,0,0,Renault,3.337,78,1,19,1,1,3,1,1,1,25.0,31,3.473,26.7,34.60973451327434,50.8,True,1.4,1015.2,,3.5,2,0.5,1,6.0,GER,22.0,8.0,1.0,3.9999960000040002,1.6094371124345805,1600001.9999984002,33.37,22.622
2018,6,Monte Carlo,LEC,Sauber,21.03,14,14,0,16.0,17.0,17.0,0,0,1,0,0,0,0,0,Ferrari,3.337,78,1,19,1,1,3,1,1,1,25.0,21,2.968,26.7,34.60973451327434,50.8,True,1.4,1015.2,,0.15,1,0.5,0,8.0,MON,9.0,13.0,0.0,1.0,0.6931471805599453,1800000.4,11.666666666666666,12.0
2018,6,Monte Carlo,MAG,Haas F1 Team,13.0,19,19,0,,16.0,19.0,1,0,0,0,1,0,0,0,Ferrari,3.337,78,1,19,1,1,3,1,1,1,25.0,26,3.311,26.7,34.60973451327434,50.8,True,1.4,1015.2,,4.0,1,0.5,0,7.0,DEN,19.0,9.0,0.0,1.0,0.6931471805599453,3800000.4,9.666666666666666,13.49
2018,6,Monte Carlo,OCO,Racing Point,6.0,6,6,0,11.0,13.0,12.0,1,0,0,0,0,0,0,0,Mercedes,3.337,78,1,19,1,1,3,1,1,1,25.0,22,3.22,26.7,34.60973451327434,50.8,True,1.4,1015.2,,2.0,2,0.5,0,7.0,FRA,1.0,17.0,0.0,8000000.0,15.894952224644102,200000.4,29.83,22.298
2018,6,Monte Carlo,PER,Racing Point,12.0,9,9,0,8.0,12.0,13.0,1,0,0,0,0,0,0,0,Mercedes,3.337,78,1,19,1,1,3,1,1,1,25.0,28,3.22,26.7,34.60973451327434,50.8,True,1.4,1015.2,,3.0,2,0.5,0,6.0,MEX,17.0,11.0,8.0,0.0,0.0,3400000.4,8.0,10.2
2018,6,Monte Carlo,RAI,Ferrari,4.0,4,4,0,5.0,5.0,4.0,1,0,0,0,0,0,0,0,Ferrari,3.337,78,1,19,1,1,3,1,1,1,25.0,39,2.84,26.7,34.60973451327434,50.8,True,1.4,1015.2,,40.0,3,0.5,1,8.0,FIN,48.0,4.0,18.0,0.6666666296296316,0.5108256015437694,1.169999782700049,14.543333333333335,14.87
2018,6,Monte Carlo,RIC,Red Bull Racing,1.0,1,1,0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,Renault,3.337,78,1,19,1,1,3,1,1,1,25.0,29,2.552,26.7,34.60973451327434,50.8,True,1.4,1015.2,,6.0,3,0.5,0,6.0,AUS,47.0,5.0,2.0,12.499993750003124,2.602689222481545,1.3333332369444548,9.450000000000001,16.363999999999997
2018,6,Monte Carlo,SAI,Renault,10.0,8,8,0,6.0,10.0,9.0,1,0,0,0,0,0,0,0,Renault,3.337,78,1,19,1,1,3,1,1,1,25.0,24,3.473,26.7,34.60973451327434,50.8,True,1.4,1015.2,,3.0,2,0.5,1,9.0,ESP,19.0,9.0,4.0,0.24999993750001562,0.223143501314221,3200000.083333322,7.0,8.4
2018,6,Monte Carlo,SIR,Williams,16.0,13,13,0,10.0,15.0,10.0,1,0,0,0,0,0,0,0,Mercedes,3.337,78,1,19,1,1,3,1,1,1,25.0,23,3.228,26.7,34.60973451327434,50.8,True,1.4,1015.2,,0.15,1,0.5,0,,RUS,0.0,19.0,0.0,1.0,0.6931471805599453,0.8,26.333333333333332,28.758
2018,6,Monte Carlo,STR,Williams,17.0,17,18,0,18.0,19.0,16.0,1,0,0,0,0,0,0,0,Mercedes,3.337,78,1,19,1,1,3,1,1,1,25.0,20,3.228,26.7,34.60973451327434,50.8,True,1.4,1015.2,,1.8,1,0.5,0,,CAN,4.0,15.0,0.0,1.0,0.6931471805599453,800000.8,11.0,12.2
2018,6,Monte Carlo,VAN,McLaren,14.0,12,12,0,15.0,8.0,11.0,1,0,0,0,0,0,0,0,Renault,3.337,78,1,19,1,1,3,1,1,1,25.0,26,3.127,26.7,34.60973451327434,50.8,True,1.4,1015.2,,0.15,2,0.5,0,,BEL,8.0,14.0,0.0,1.0,0.6931471805599453,0.23999996266667262,16.12,13.072
2018,6,Monte Carlo,VER,Red Bull Racing,9.0,20,20,0,2.0,2.0,2.0,1,0,0,0,0,0,0,1,Renault,3.337,78,1,19,1,1,3,1,1,1,25.0,21,2.552,26.7,34.60973451327434,50.8,True,1.4,1015.2,,11.0,3,0.5,0,,NED,33.0,6.0,25.0,0.07999999680000013,0.07696103817316548,0.9133332890222263,10.116666666666667,16.954
2018,6,Monte Carlo,VET,Ferrari,2.0,2,2,0,4.0,3.0,3.0,1,0,0,0,0,0,0,0,Ferrari,3.337,78,1,19,1,1,3,1,1,1,25.0,31,2.84,26.7,34.60973451327434,50.8,True,1.4,1015.2,,60.0,3,0.5,1,6.0,GER,78.0,2.0,12.0,1.4999998750000105,0.9162906818741581,7400000.519999966,5.333333333333333,3.6
2018,7,Montréal,ALO,McLaren,27.65,14,14,0,7.0,10.0,13.0,0,1,0,0,0,0,0,0,Renault,4.361,70,3,14,2,2,1,3,1,2,17.0,37,3.127,20.6,36.94905660377359,27.75,False,2.4,1017.55,,30.0,2,0.5,0,8.0,ESP,32.0,7.0,0.0,1.0,0.6931471805599453,1666668.4166659375,13.89,10.111666666666666
2018,7,Montréal,BOT,Mercedes,2.0,2,2,0,5.0,6.0,6.0,1,0,0,0,0,0,0,0,Mercedes,4.361,70,3,14,2,2,1,3,1,2,17.0,29,2.777,20.6,36.94905660377359,27.75,False,2.4,1017.55,,9.5,3,0.5,1,7.0,FIN,68.0,4.0,10.0,1.7999998200000182,1.0296193528954485,0.7181480997164643,9.196666666666667,6.598333333333334
2018,7,Montréal,ERI,Sauber,15.0,19,19,0,13.0,15.0,19.0,1,0,0,0,0,0,0,0,Ferrari,4.361,70,3,14,2,2,1,3,1,2,17.0,28,2.968,20.6,36.94905660377359,27.75,False,2.4,1017.55,,0.15,1,0.5,0,5.0,SWE,2.0,17.0,1.0,0.0,0.0,333333.8333333333,11.666666666666666,18.290000000000003
2018,7,Montréal,GAS,Racing Bulls,11.0,16,16,0,10.0,18.0,15.0,1,0,0,0,0,0,0,0,Honda,4.361,70,3,14,2,2,1,3,1,2,17.0,22,3.003,20.6,36.94905660377359,27.75,False,2.4,1017.55,,1.5,2,0.5,0,6.0,FRA,18.0,11.0,0.0,1.0,0.6931471805599453,3000000.5,23.0,22.988333333333333
2018,7,Montréal,GRO,Haas F1 Team,12.0,20,20,0,12.0,7.0,9.0,1,0,0,0,0,0,0,0,Ferrari,4.361,70,3,14,2,2,1,3,1,2,17.0,32,3.311,20.6,36.94905660377359,27.75,False,2.4,1017.55,,4.2,1,0.5,0,7.0,FRA,0.0,19.0,0.0,1.0,0.6931471805599453,0.5,28.92,24.876666666666665
2018,7,Montréal,HAM,Mercedes,5.0,4,4,0,2.0,4.0,4.0,1,0,0,0,0,0,0,0,Mercedes,4.361,70,3,14,2,2,1,3,1,2,17.0,33,2.777,20.6,36.94905660377359,27.75,False,2.4,1017.55,,50.0,3,0.5,1,10.0,GBR,110.0,1.0,18.0,0.5555555246913597,0.44183273243777027,4166668.148147909,1.6666666666666667,2.3333333333333335
2018,7,Montréal,HAR,Racing Bulls,50.0,12,12,0,16.0,12.0,12.0,0,0,1,0,0,0,0,0,Honda,4.361,70,3,14,2,2,1,3,1,2,17.0,29,3.003,20.6,36.94905660377359,27.75,False,2.4,1017.55,,0.15,2,0.5,0,,NZL,1.0,18.0,0.0,1.0,0.6931471805599453,166667.16666666666,14.343333333333334,16.013333333333332
2018,7,Montréal,HUL,Renault,7.0,7,7,0,,14.0,8.0,1,0,0,0,1,0,0,0,Renault,4.361,70,3,14,2,2,1,3,1,2,17.0,31,3.473,20.6,36.94905660377359,27.75,False,2.4,1017.55,,3.5,2,0.5,1,6.0,GER,26.0,8.0,4.0,1.4999996250000938,0.9162905818741813,1333335.6666646667,34.03666666666667,20.185
2018,7,Montréal,LEC,Sauber,10.0,13,13,0,14.0,11.0,16.0,1,0,0,0,0,0,0,0,Ferrari,4.361,70,3,14,2,2,1,3,1,2,17.0,21,2.968,20.6,36.94905660377359,27.75,False,2.4,1017.55,,0.15,1,0.5,0,8.0,MON,9.0,13.0,0.0,1000000.0,13.815511557963774,1500000.5,12.343333333333334,13.505
2018,7,Montréal,MAG,Haas F1 Team,13.0,11,11,0,15.0,13.0,17.0,1,0,0,0,0,0,0,0,Ferrari,4.361,70,3,14,2,2,1,3,1,2,17.0,26,3.311,20.6,36.94905660377359,27.75,False,2.4,1017.55,,4.0,1,0.5,0,7.0,DEN,19.0,10.0,0.0,1.0,0.6931471805599453,3166667.1666666665,10.666666666666666,13.408333333333333
2018,7,Montréal,OCO,Racing Point,9.0,8,8,0,11.0,8.0,11.0,1,0,0,0,0,0,0,0,Mercedes,4.361,70,3,14,2,2,1,3,1,2,17.0,22,3.22,20.6,36.94905660377359,27.75,False,2.4,1017.55,,2.0,2,0.5,0,7.0,FRA,9.0,13.0,0.0,2000000.0,14.508658238524095,1500000.3333333333,28.16333333333333,19.581666666666667
2018,7,Montréal,PER,Racing Point,50.0,10,10,0,,9.0,7.0,0,0,1,0,1,0,0,0,Mercedes,4.361,70,3,14,2,2,1,3,1,2,17.0,28,3.22,20.6,36.94905660377359,27.75,False,2.4,1017.55,,3.0,2,0.5,0,6.0,MEX,17.0,12.0,2.0,0.0,0.0,2833333.6666666665,8.0,10.5
2018,7,Montréal,RAI,Ferrari,6.0,5,5,0,6.0,2.0,3.0,1,0,0,0,0,0,0,0,Ferrari,4.361,70,3,14,2,2,1,3,1,2,17.0,39,2.84,20.6,36.94905660377359,27.75,False,2.4,1017.55,,40.0,3,0.5,1,8.0,FIN,60.0,5.0,25.0,0.3199999872000005,0.2776317269013101,1.0861109238549795,14.876666666666667,13.058333333333332
2018,7,Montréal,RIC,Red Bull Racing,4.0,6,6,0,3.0,3.0,5.0,1,0,0,0,0,0,0,0,Renault,4.361,70,3,14,2,2,1,3,1,2,17.0,29,2.552,20.6,36.94905660377359,27.75,False,2.4,1017.55,,6.0,3,0.5,0,6.0,AUS,72.0,3.0,15.0,0.7999999466666703,0.587786635272491,3.1944433224542332,9.450000000000001,13.803333333333333
2018,7,Montréal,SAI,Renault,8.0,9,9,0,8.0,17.0,14.0,1,0,0,0,0,0,0,0,Renault,4.361,70,3,14,2,2,1,3,1,2,17.0,24,3.473,20.6,36.94905660377359,27.75,False,2.4,1017.55,,3.0,2,0.5,1,9.0,ESP,20.0,9.0,6.0,0.6666665555555741,0.510825557099333,2666666.7777777575,7.333333333333333,8.666666666666666
2018,7,Montréal,SIR,Williams,17.0,18,18,0,17.0,20.0,18.0,1,0,0,0,0,0,0,0,Mercedes,4.361,70,3,14,2,2,1,3,1,2,17.0,23,3.228,20.6,36.94905660377359,27.75,False,2.4,1017.55,,0.15,1,0.5,0,,RUS,0.0,19.0,0.0,1.0,0.6931471805599453,0.8333333333333334,26.666666666666668,26.631666666666664
2018,7,Montréal,STR,Williams,20.0,17,17,0,18.0,19.0,20.0,1,0,0,0,0,0,0,0,Mercedes,4.361,70,3,14,2,2,1,3,1,2,17.0,20,3.228,20.6,36.94905660377359,27.75,False,2.4,1017.55,,1.8,1,0.5,0,,CAN,4.0,16.0,0.0,1.0,0.6931471805599453,666667.5,12.0,13.0
2018,7,Montréal,VAN,McLaren,16.0,15,15,0,9.0,16.0,10.0,1,0,0,0,0,0,0,0,Renault,4.361,70,3,14,2,2,1,3,1,2,17.0,26,3.127,20.6,36.94905660377359,27.75,False,2.4,1017.55,,0.15,2,0.5,0,,BEL,8.0,15.0,0.0,1.0,0.6931471805599453,0.36666663555556056,16.453333333333333,13.226666666666667
2018,7,Montréal,VER,Red Bull Racing,3.0,3,3,0,1.0,1.0,1.0,1,0,0,0,0,0,0,1,Renault,4.361,70,3,14,2,2,1,3,1,2,17.0,21,2.552,20.6,36.94905660377359,27.75,False,2.4,1017.55,,11.0,3,0.5,0,,NED,35.0,6.0,12.0,1.249999895833342,0.8109301699200353,0.7744444069851886,11.450000000000001,15.628333333333336
2018,7,Montréal,VET,Ferrari,1.0,1,1,0,4.0,5.0,2.0,1,0,0,0,0,0,0,0,Ferrari,4.361,70,3,14,2,2,1,3,1,2,17.0,31,2.84,20.6,36.94905660377359,27.75,False,2.4,1017.55,,60.0,3,0.5,1,6.0,GER,96.0,2.0,8.0,3.124999609375049,1.417065925089682,6166667.349999952,3.3333333333333335,3.3333333333333335
2018,8,Le Castellet,ALO,McLaren,21.13,16,16,0,16.0,8.0,4.0,0,1,0,0,0,0,0,0,Renault,5.842,53,2,15,2,2,2,2,0,3,20.0,37,3.127,24.6,42.03333333333334,48.5,True,1.75,966.2,,30.0,2,0.5,0,8.0,ESP,32.0,7.0,0.0,1.0,0.6931471805599453,1428573.0714279464,20.773333333333333,12.617142857142856
2018,8,Le Castellet,BOT,Mercedes,7.0,2,2,0,2.0,7.0,1.0,1,0,0,0,0,0,0,1,Mercedes,5.842,53,2,15,2,2,2,2,0,3,20.0,29,2.777,24.6,42.03333333333334,48.5,True,1.75,966.2,,9.5,3,0.5,1,7.0,FIN,86.0,3.0,25.0,0.23999999040000036,0.21511137187501028,0.8726983454712577,3.0,5.941428571428572
2018,8,Le Castellet,ERI,Sauber,13.0,15,15,0,14.0,,8.0,1,0,0,0,0,1,0,0,Ferrari,5.842,53,2,15,2,2,2,2,0,3,20.0,28,2.968,24.6,42.03333333333334,48.5,True,1.75,966.2,,0.15,1,0.5,0,5.0,SWE,2.0,17.0,1.0,0.0,0.0,285714.71428571426,13.0,17.82
2018,8,Le Castellet,GAS,Racing Bulls,50.0,14,14,0,8.0,10.0,7.0,0,0,1,0,0,0,0,0,Honda,5.842,53,2,15,2,2,2,2,0,3,20.0,22,3.003,24.6,42.03333333333334,48.5,True,1.75,966.2,,1.5,2,0.5,0,6.0,FRA,18.0,11.0,0.0,1.0,0.6931471805599453,2571429.1428571427,22.666666666666668,21.275714285714287
