Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3
2023,20,São Paulo,RIC,AlphaTauri,13,17,17,9,14,0,0
2023,20,São Paulo,PIA,McLaren,14,10,10,10,20,0,0
2023,20,São Paulo,RUS,Mercedes,15,8,6,4,3,0,0
2023,20,São Paulo,BOT,Alfa Romeo,16,18,18,19,17,0,0
2023,20,São Paulo,ZHO,Alfa Romeo,17,20,20,17,8,0,0
2023,20,São Paulo,MAG,Haas F1 Team,18,12,14,16,10,0,0
2023,20,São Paulo,ALB,Williams,19,13,15,15,5,0,0
2023,20,São Paulo,LEC,Ferrari,20,2,2,5,2,0,0
2023,21,Las Vegas,VER,Red Bull Racing,1,2,3,0,4,6,4
2023,21,Las Vegas,LEC,Ferrari,2,1,1,0,1,1,16
2023,21,Las Vegas,PER,Red Bull Racing,3,11,12,0,9,4,5
2023,21,Las Vegas,OCO,Alpine,4,16,17,0,5,16,14
2023,21,Las Vegas,STR,Aston Martin,5,19,14,0,0,8,13
2023,21,Las Vegas,SAI,Ferrari,6,12,2,0,7,2,17
2023,21,Las Vegas,HAM,Mercedes,7,10,11,0,0,9,8
2023,21,Las Vegas,RUS,Mercedes,8,3,4,0,6,12,1
2023,21,Las Vegas,ALO,Aston Martin,9,9,10,0,0,3,7
2023,21,Las Vegas,PIA,McLaren,10,18,19,0,0,14,2
2023,21,Las Vegas,GAS,Alpine,11,4,5,0,0,15,19
2023,21,Las Vegas,ALB,Williams,12,5,6,0,0,10,6
2023,21,Las Vegas,MAG,Haas F1 Team,13,8,9,0,3,13,10
2023,21,Las Vegas,RIC,AlphaTauri,14,14,15,0,0,19,20
2023,21,Las Vegas,ZHO,Alfa Romeo,15,17,18,0,0,18,15
2023,21,Las Vegas,SAR,Williams,16,6,7,0,0,20,3
2023,21,Las Vegas,BOT,Alfa Romeo,17,7,8,0,10,5,9
2023,21,Las Vegas,TSU,AlphaTauri,18,20,20,0,8,17,18
2023,21,Las Vegas,HUL,Haas F1 Team,19,13,13,0,2,7,12
2023,21,Las Vegas,NOR,McLaren,20,15,16,0,0,11,11
2023,22,Yas Island,VER,Red Bull Racing,1,1,1,0,0,3,6
2023,22,Yas Island,LEC,Ferrari,2,2,2,0,0,1,5
2023,22,Yas Island,RUS,Mercedes,3,4,4,0,1,6,1
2023,22,Yas Island,PER,Red Bull Racing,4,9,9,0,0,5,11
2023,22,Yas Island,NOR,McLaren,5,5,5,0,0,2,2
2023,22,Yas Island,PIA,McLaren,6,3,3,0,6,10,3
2023,22,Yas Island,ALO,Aston Martin,7,7,7,0,0,11,14
2023,22,Yas Island,TSU,AlphaTauri,8,6,6,0,10,15,9
2023,22,Yas Island,HAM,Mercedes,9,11,11,0,0,8,12
2023,22,Yas Island,STR,Aston Martin,10,13,13,0,5,13,15
2023,22,Yas Island,RIC,AlphaTauri,11,15,15,0,3,12,18
2023,22,Yas Island,OCO,Alpine,12,12,12,0,0,14,7
2023,22,Yas Island,GAS,Alpine,13,10,10,0,9,9,13
2023,22,Yas Island,ALB,Williams,14,14,14,0,0,16,4
2023,22,Yas Island,HUL,Haas F1 Team,15,8,8,0,0,20,17
2023,22,Yas Island,SAR,Williams,16,20,20,0,11,18,8
2023,22,Yas Island,ZHO,Alfa Romeo,17,19,19,0,0,7,10
2023,22,Yas Island,SAI,Ferrari,18,16,16,0,7,19,20
2023,22,Yas Island,BOT,Alfa Romeo,19,18,18,0,4,4,16
2023,22,Yas Island,MAG,Haas F1 Team,20,17,17,0,19,17,19
