Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_accident,Is_finished,Is_mechanical,Is_dsq,P1_missing,P2_missing,P3_missing,FastestLap
2024,12,Silverstone,VER,Red Bull Racing,2.0,4,4,0,4.0,7.0,6.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,NOR,McLaren,3.0,3,3,0,1.0,1.0,4.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,PIA,McLaren,4.0,5,5,0,3.0,2.0,1.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,SAI,Ferrari,5.0,7,7,0,9.0,8.0,5.0,0.0,1,0.0,0.0,0,0,0,1
2024,12,Silverstone,HUL,Haas F1 Team,6.0,6,6,0,11.0,4.0,10.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,STR,Aston Martin,7.0,8,8,0,2.0,9.0,12.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,ALO,Aston Martin,8.0,10,10,0,6.0,11.0,8.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,ALB,Williams,9.0,9,9,0,16.0,13.0,11.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,TSU,Racing Bulls,10.0,13,13,0,20.0,16.0,14.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,SAR,Williams,11.0,12,12,0,,17.0,13.0,0.0,1,0.0,0.0,1,0,0,0
2024,12,Silverstone,MAG,Haas F1 Team,12.0,17,17,0,,20.0,17.0,0.0,1,0.0,0.0,1,0,0,0
2024,12,Silverstone,RIC,Racing Bulls,13.0,15,15,0,13.0,19.0,18.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,LEC,Ferrari,14.0,11,11,0,8.0,5.0,7.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,BOT,Sauber,15.0,16,16,0,12.0,12.0,15.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,OCO,Alpine,16.0,18,18,0,10.0,15.0,16.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,PER,Red Bull Racing,17.0,20,19,0,,3.0,9.0,0.0,1,0.0,0.0,1,0,0,0
2024,12,Silverstone,ZHO,Sauber,18.0,14,14,0,15.0,18.0,19.0,0.0,1,0.0,0.0,0,0,0,0
2024,12,Silverstone,RUS,Mercedes,27.31,1,1,0,5.0,10.0,2.0,0.0,0,1.0,0.0,0,0,0,0
2024,12,Silverstone,GAS,Alpine,50.0,19,20,0,,14.0,,0.0,0,1.0,0.0,1,0,1,0
2024,13,Budapest,PIA,McLaren,1.0,2,2,0,7.0,13.0,2.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,NOR,McLaren,2.0,1,1,0,6.0,1.0,1.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,HAM,Mercedes,3.0,5,5,0,10.0,7.0,10.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,LEC,Ferrari,4.0,6,6,0,3.0,18.0,11.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,VER,Red Bull Racing,5.0,3,3,0,2.0,2.0,3.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,SAI,Ferrari,6.0,4,4,0,1.0,3.0,5.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,PER,Red Bull Racing,7.0,16,16,0,11.0,4.0,13.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,RUS,Mercedes,8.0,17,17,0,4.0,5.0,4.0,0.0,1,0.0,0.0,0,0,0,1
2024,13,Budapest,TSU,Racing Bulls,9.0,10,10,0,8.0,19.0,9.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,STR,Aston Martin,10.0,8,8,0,9.0,17.0,15.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,ALO,Aston Martin,11.0,7,7,0,13.0,10.0,14.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,RIC,Racing Bulls,12.0,9,9,0,12.0,8.0,6.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,HUL,Haas F1 Team,13.0,11,11,0,,15.0,8.0,0.0,1,0.0,0.0,1,0,0,0
2024,13,Budapest,ALB,Williams,14.0,13,13,0,14.0,9.0,7.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,MAG,Haas F1 Team,15.0,15,15,0,19.0,6.0,19.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,BOT,Sauber,16.0,12,12,0,15.0,11.0,12.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,SAR,Williams,17.0,14,14,0,16.0,12.0,16.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,OCO,Alpine,18.0,19,19,0,18.0,14.0,20.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,ZHO,Sauber,19.0,18,18,0,5.0,20.0,17.0,0.0,1,0.0,0.0,0,0,0,0
2024,13,Budapest,GAS,Alpine,30.57,20,20,0,17.0,16.0,18.0,0.0,0,1.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,HAM,Mercedes,1.0,3,4,0,5.0,10.0,9.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,PIA,McLaren,2.0,5,6,0,2.0,2.0,2.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,LEC,Ferrari,3.0,1,2,0,6.0,4.0,6.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,VER,Red Bull Racing,4.0,11,1,0,1.0,3.0,1.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,NOR,McLaren,5.0,4,5,0,8.0,1.0,4.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,SAI,Ferrari,6.0,7,8,0,9.0,5.0,,0.0,1,0.0,0.0,0,0,1,0
2024,14,Spa-Francorchamps,PER,Red Bull Racing,7.0,2,3,0,7.0,9.0,10.0,0.0,1,0.0,0.0,0,0,0,1
2024,14,Spa-Francorchamps,ALO,Aston Martin,8.0,8,9,0,12.0,12.0,13.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,OCO,Alpine,9.0,9,10,0,,7.0,5.0,0.0,1,0.0,0.0,1,0,0,0
2024,14,Spa-Francorchamps,RIC,Racing Bulls,10.0,13,13,0,13.0,14.0,14.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,STR,Aston Martin,11.0,15,15,0,10.0,11.0,7.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,ALB,Williams,12.0,10,11,0,3.0,17.0,11.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,GAS,Alpine,13.0,12,12,0,11.0,15.0,3.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,MAG,Haas F1 Team,14.0,17,17,0,18.0,8.0,,0.0,1,0.0,0.0,0,0,1,0
2024,14,Spa-Francorchamps,BOT,Sauber,15.0,14,14,0,14.0,13.0,8.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,TSU,Racing Bulls,16.0,20,18,0,16.0,20.0,15.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,SAR,Williams,17.0,18,19,0,15.0,18.0,,0.0,1,0.0,0.0,0,0,1,0
2024,14,Spa-Francorchamps,HUL,Haas F1 Team,18.0,16,16,0,17.0,16.0,12.0,0.0,1,0.0,0.0,0,0,0,0
2024,14,Spa-Francorchamps,ZHO,Sauber,45.91,19,20,0,19.0,19.0,,0.0,0,1.0,0.0,0,0,1,0
2024,14,Spa-Francorchamps,RUS,Mercedes,50.0,6,7,0,4.0,6.0,,0.0,0,0.0,1.0,0,0,1,0
2024,15,Zandvoort,NOR,McLaren,1.0,1,1,0,1.0,4.0,4.0,0.0,1,0.0,0.0,0,0,0,1
2024,15,Zandvoort,VER,Red Bull Racing,2.0,2,2,0,2.0,5.0,17.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,LEC,Ferrari,3.0,6,6,0,13.0,9.0,16.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,PIA,McLaren,4.0,3,3,0,7.0,2.0,7.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,SAI,Ferrari,5.0,10,10,0,4.0,19.0,10.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,PER,Red Bull Racing,6.0,5,5,0,12.0,12.0,,0.0,1,0.0,0.0,0,0,1,0
2024,15,Zandvoort,RUS,Mercedes,7.0,4,4,0,5.0,1.0,13.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,HAM,Mercedes,8.0,14,11,0,3.0,3.0,15.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,GAS,Alpine,9.0,9,9,0,,14.0,1.0,0.0,1,0.0,0.0,1,0,0,0
2024,15,Zandvoort,ALO,Aston Martin,10.0,7,7,0,15.0,6.0,5.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,HUL,Haas F1 Team,11.0,12,13,0,8.0,20.0,9.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,RIC,Racing Bulls,12.0,13,15,0,19.0,13.0,18.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,STR,Aston Martin,13.0,8,8,0,11.0,11.0,8.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,ALB,Williams,14.0,19,10,0,6.0,10.0,14.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,OCO,Alpine,15.0,15,16,0,18.0,17.0,6.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,SAR,Williams,16.0,18,20,0,17.0,15.0,12.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,TSU,Racing Bulls,17.0,11,12,0,14.0,7.0,,0.0,1,0.0,0.0,0,0,1,0
2024,15,Zandvoort,MAG,Haas F1 Team,18.0,20,14,0,9.0,8.0,2.0,0.0,1,0.0,0.0,0,0,0,0
2024,15,Zandvoort,BOT,Sauber,19.0,16,17,0,,18.0,3.0,0.0,1,0.0,0.0,1,0,0,0
2024,15,Zandvoort,ZHO,Sauber,20.0,17,18,0,10.0,16.0,11.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,LEC,Ferrari,1.0,4,4,0,2.0,5.0,3.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,PIA,McLaren,2.0,2,2,0,6.0,4.0,4.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,NOR,McLaren,3.0,1,1,0,3.0,2.0,5.0,0.0,1,0.0,0.0,0,0,0,1
2024,16,Monza,SAI,Ferrari,4.0,5,5,0,4.0,3.0,7.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,HAM,Mercedes,5.0,6,6,0,7.0,1.0,1.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,VER,Red Bull Racing,6.0,7,7,0,1.0,14.0,6.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,RUS,Mercedes,7.0,3,3,0,,6.0,2.0,0.0,1,0.0,0.0,1,0,0,0
2024,16,Monza,PER,Red Bull Racing,8.0,8,8,0,9.0,15.0,18.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,ALB,Williams,9.0,9,9,0,8.0,13.0,8.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,MAG,Haas F1 Team,10.0,13,13,0,11.0,12.0,16.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,ALO,Aston Martin,11.0,11,11,0,10.0,9.0,11.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,COL,Williams,12.0,18,18,0,18.0,17.0,9.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,RIC,Racing Bulls,13.0,12,12,0,12.0,8.0,12.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,OCO,Alpine,14.0,15,15,0,17.0,19.0,17.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,GAS,Alpine,15.0,14,14,0,14.0,18.0,14.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,BOT,Sauber,16.0,19,19,0,5.0,11.0,19.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,HUL,Haas F1 Team,17.0,10,10,0,19.0,7.0,10.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,ZHO,Sauber,18.0,20,20,0,15.0,20.0,20.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,STR,Aston Martin,19.0,17,17,0,16.0,10.0,15.0,0.0,1,0.0,0.0,0,0,0,0
2024,16,Monza,TSU,Racing Bulls,46.04,16,16,0,13.0,16.0,13.0,0.0,0,1.0,0.0,0,0,0,0
2024,17,Baku,PIA,McLaren,1.0,2,2,0,6.0,5.0,4.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,LEC,Ferrari,2.0,1,1,0,9.0,1.0,2.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,RUS,Mercedes,3.0,5,5,0,8.0,9.0,1.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,NOR,McLaren,4.0,15,16,0,4.0,17.0,3.0,0.0,1,0.0,0.0,0,0,0,1
2024,17,Baku,VER,Red Bull Racing,5.0,6,6,0,1.0,6.0,5.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,ALO,Aston Martin,6.0,7,8,0,7.0,12.0,11.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,ALB,Williams,7.0,9,10,0,17.0,13.0,8.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,COL,Williams,8.0,8,9,0,16.0,14.0,9.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,HAM,Mercedes,9.0,19,7,0,2.0,3.0,10.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,BEA,Haas F1 Team,10.0,10,11,0,11.0,10.0,,0.0,1,0.0,0.0,0,0,1,0
2024,17,Baku,HUL,Haas F1 Team,11.0,12,13,0,12.0,8.0,16.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,GAS,Alpine,12.0,18,15,0,18.0,18.0,15.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,RIC,Racing Bulls,13.0,14,15,0,10.0,16.0,14.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,ZHO,Sauber,14.0,17,18,0,19.0,20.0,18.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,OCO,Alpine,15.0,20,19,0,,19.0,,0.0,1,0.0,0.0,1,0,1,0
2024,17,Baku,BOT,Sauber,16.0,16,17,0,14.0,15.0,17.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,PER,Red Bull Racing,17.0,4,4,0,3.0,2.0,7.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,SAI,Ferrari,18.0,3,3,0,5.0,4.0,6.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,STR,Aston Martin,19.0,13,14,0,13.0,7.0,13.0,0.0,1,0.0,0.0,0,0,0,0
2024,17,Baku,TSU,Racing Bulls,41.77,11,12,0,15.0,11.0,12.0,0.0,0,1.0,0.0,0,0,0,0
2024,18,Marina Bay,NOR,McLaren,1.0,1,1,0,2.0,1.0,1.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,VER,Red Bull Racing,2.0,2,2,0,4.0,15.0,4.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,PIA,McLaren,3.0,5,5,0,6.0,5.0,3.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,RUS,Mercedes,4.0,4,4,0,16.0,7.0,2.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,LEC,Ferrari,5.0,9,9,0,1.0,2.0,5.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,HAM,Mercedes,6.0,3,3,0,12.0,11.0,7.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,SAI,Ferrari,7.0,10,10,0,3.0,3.0,6.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,ALO,Aston Martin,8.0,7,7,0,9.0,12.0,10.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,HUL,Haas F1 Team,9.0,6,6,0,20.0,10.0,12.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,PER,Red Bull Racing,10.0,13,13,0,14.0,8.0,15.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,COL,Williams,11.0,12,12,0,11.0,16.0,9.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,TSU,Racing Bulls,12.0,8,8,0,5.0,4.0,11.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,OCO,Alpine,13.0,15,15,0,10.0,17.0,16.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,STR,Aston Martin,14.0,17,17,0,15.0,14.0,18.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,ZHO,Sauber,15.0,20,20,0,19.0,19.0,20.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,BOT,Sauber,16.0,19,19,0,18.0,20.0,19.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,GAS,Alpine,17.0,18,18,0,13.0,18.0,14.0,0.0,1,0.0,0.0,0,0,0,0
2024,18,Marina Bay,RIC,Racing Bulls,18.0,16,16,0,7.0,6.0,17.0,0.0,1,0.0,0.0,0,0,0,1
2024,18,Marina Bay,MAG,Haas F1 Team,20.81,14,14,0,17.0,13.0,13.0,0.0,0,1.0,0.0,0,0,0,0
2024,18,Marina Bay,ALB,Williams,42.74,11,11,0,8.0,9.0,8.0,0.0,0,1.0,0.0,0,0,0,0
2024,19,Austin,LEC,Ferrari,1.0,4,4,4,2.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,SAI,Ferrari,2.0,3,3,2,1.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,VER,Red Bull Racing,3.0,2,2,1,3.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,NOR,McLaren,4.0,1,1,3,4.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,PIA,McLaren,5.0,5,5,10,5.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,RUS,Mercedes,6.0,20,6,5,7.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,PER,Red Bull Racing,7.0,9,10,9,16.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,HUL,Haas F1 Team,8.0,11,12,8,11.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,LAW,Racing Bulls,9.0,19,15,16,13.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,COL,Williams,10.0,15,17,12,19.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,MAG,Haas F1 Team,11.0,8,9,7,8.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,GAS,Alpine,12.0,6,7,14,12.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,ALO,Aston Martin,13.0,7,8,18,9.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,TSU,Racing Bulls,14.0,10,11,11,10.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,STR,Aston Martin,15.0,13,14,13,15.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,ALB,Williams,16.0,14,16,17,14.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,BOT,Sauber,17.0,16,18,20,18.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,OCO,Alpine,18.0,12,13,15,17.0,,,0.0,1,0.0,0.0,0,1,1,1
2024,19,Austin,ZHO,Sauber,19.0,18,20,19,20.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,19,Austin,HAM,Mercedes,49.46,17,19,6,6.0,,,1.0,0,0.0,0.0,0,1,1,0
2024,20,Mexico City,SAI,Ferrari,1.0,1,1,0,2.0,1.0,3.0,0.0,1,0.0,0.0,0,0,0,0
2024,20,Mexico City,NOR,McLaren,2.0,3,3,0,,5.0,2.0,0.0,1,0.0,0.0,1,0,0,0
2024,20,Mexico City,LEC,Ferrari,3.0,4,4,0,,4.0,6.0,0.0,1,0.0,0.0,1,0,0,1
2024,20,Mexico City,HAM,Mercedes,4.0,6,6,0,,7.0,5.0,0.0,1,0.0,0.0,1,0,0,0
2024,20,Mexico City,RUS,Mercedes,5.0,5,5,0,1.0,18.0,8.0,0.0,1,0.0,0.0,0,0,0,0
2024,20,Mexico City,VER,Red Bull Racing,6.0,2,2,0,4.0,,4.0,0.0,1,0.0,0.0,0,1,0,0
2024,20,Mexico City,MAG,Haas F1 Team,7.0,7,7,0,14.0,6.0,9.0,0.0,1,0.0,0.0,0,0,0,0
2024,20,Mexico City,PIA,McLaren,8.0,17,17,0,6.0,2.0,1.0,0.0,1,0.0,0.0,0,0,0,0
2024,20,Mexico City,HUL,Haas F1 Team,9.0,10,10,0,5.0,12.0,16.0,0.0,1,0.0,0.0,0,0,0,0
2024,20,Mexico City,GAS,Alpine,10.0,8,8,0,15.0,16.0,20.0,0.0,1,0.0,0.0,0,0,0,0
2024,20,Mexico City,STR,Aston Martin,11.0,14,14,0,16.0,14.0,17.0,0.0,1,0.0,0.0,0,0,0,0
2024,20,Mexico City,COL,Williams,12.0,16,16,0,11.0,15.0,13.0,0.0,1,0.0,0.0,0,0,0,0
2024,20,Mexico City,OCO,Alpine,13.0,0,19,0,7.0,13.0,18.0,0.0,1,0.0,0.0,0,0,0,0
2024,20,Mexico City,BOT,Sauber,14.0,15,15,0,8.0,8.0,12.0,0.0,1,0.0,0.0,0,0,0,0
2024,20,Mexico City,ZHO,Sauber,15.0,19,20,0,,17.0,19.0,0.0,1,0.0,0.0,1,0,0,0
2024,20,Mexico City,LAW,Racing Bulls,16.0,12,12,0,9.0,10.0,10.0,0.0,1,0.0,0.0,0,0,0,0
2024,20,Mexico City,PER,Red Bull Racing,17.0,18,18,0,10.0,9.0,14.0,0.0,1,0.0,0.0,0,0,0,0
2024,20,Mexico City,ALO,Aston Martin,43.66,13,13,0,,11.0,15.0,0.0,0,1.0,0.0,1,0,0,0
2024,20,Mexico City,ALB,Williams,50.0,9,9,0,17.0,,11.0,1.0,0,0.0,0.0,0,1,0,0
2024,20,Mexico City,TSU,Racing Bulls,50.0,11,11,0,3.0,3.0,7.0,1.0,0,0.0,0.0,0,0,0,0
2024,21,São Paulo,VER,Red Bull Racing,1.0,17,12,4,15.0,,,0.0,1,0.0,0.0,0,1,1,1
2024,21,São Paulo,OCO,Alpine,2.0,4,4,13,18.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,GAS,Alpine,3.0,13,15,7,10.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,RUS,Mercedes,4.0,2,2,6,2.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,LEC,Ferrari,5.0,6,6,3,6.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,NOR,McLaren,6.0,1,1,1,1.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,TSU,Racing Bulls,7.0,3,3,15,12.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,PIA,McLaren,8.0,8,8,2,4.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,LAW,Racing Bulls,9.0,5,5,9,11.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,HAM,Mercedes,10.0,14,16,11,16.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,PER,Red Bull Racing,11.0,12,13,8,19.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,BEA,Haas F1 Team,12.0,15,17,14,3.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,BOT,Sauber,13.0,11,11,16,14.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,ALO,Aston Martin,14.0,9,9,18,9.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,ZHO,Sauber,15.0,19,20,17,20.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,21,São Paulo,SAI,Ferrari,31.55,20,14,5,7.0,,,1.0,0,0.0,0.0,0,1,1,0
2024,21,São Paulo,COL,Williams,31.55,16,18,12,13.0,,,1.0,0,0.0,0.0,0,1,1,0
2024,21,São Paulo,ALB,Williams,50.0,7,7,10,5.0,,,0.0,0,1.0,0.0,0,1,1,0
2024,21,São Paulo,STR,Aston Martin,50.0,10,10,19,17.0,,,0.0,0,1.0,0.0,0,1,1,0
2024,21,São Paulo,HUL,Haas F1 Team,50.0,18,19,20,8.0,,,0.0,0,0.0,1.0,0,1,1,0
2024,22,Las Vegas,RUS,Mercedes,1.0,1,1,0,2.0,3.0,1.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,HAM,Mercedes,2.0,10,10,0,1.0,1.0,6.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,SAI,Ferrari,3.0,2,2,0,6.0,4.0,3.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,LEC,Ferrari,4.0,4,4,0,4.0,5.0,12.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,VER,Red Bull Racing,5.0,5,5,0,5.0,17.0,5.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,NOR,McLaren,6.0,6,6,0,3.0,2.0,4.0,0.0,1,0.0,0.0,0,0,0,1
2024,22,Las Vegas,PIA,McLaren,7.0,8,8,0,8.0,8.0,2.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,HUL,Haas F1 Team,8.0,9,9,0,15.0,9.0,11.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,TSU,Racing Bulls,9.0,7,7,0,19.0,10.0,16.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,PER,Red Bull Racing,10.0,15,16,0,10.0,19.0,13.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,ALO,Aston Martin,11.0,16,17,0,7.0,14.0,15.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,MAG,Haas F1 Team,12.0,12,12,0,11.0,7.0,9.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,ZHO,Sauber,13.0,13,13,0,18.0,16.0,20.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,COL,Williams,14.0,20,14,0,17.0,18.0,8.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,STR,Aston Martin,15.0,18,20,0,12.0,13.0,19.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,LAW,Racing Bulls,16.0,14,15,0,20.0,15.0,18.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,OCO,Alpine,17.0,11,11,0,14.0,12.0,14.0,0.0,1,0.0,0.0,0,0,0,0
2024,22,Las Vegas,BOT,Sauber,18.0,19,19,0,16.0,11.0,17.0,0.0,1,0.0,0.0,0,0,0,0
